kit_id,brand,model_name,timestamp,region,generation,form_factor,capacity_gb,module_count,is_ecc,speed_mts,cas_latency,voltage,timing_string,die_manufacturer,die_type,true_latency_ns,bandwidth_per_dollar,latency_value_index,speed_premium_ratio,price_per_gb,price_usd,market_segment,recommended_usage,price_status,global_inventory_weeks,fab_utilization_rate,gpu_hbm_trend_gb
MPN-002127,Corsair,Corsair DDR5 5200MT/s,2026-06-09,Latin America,DDR5,DIMM,64,4,False,5200,32,1.3,32-34-34-68,Samsung,C-Die,12.3077,10.091,50738.16,9.202,64.41,4122.48,Enterprise/AI,Content Creation,Shortage-Inflated,5.09,0.8654,243.01
MPN-002128,Micron,Micron DDR5 7600MT/s,2024-05-21,Europe,DDR5,SODIMM,128,4,True,7600,32,1.1,32-34-34-68,Micron,E-Die,8.4211,34.9154,14664.0,1.9435,13.6,1741.35,Enterprise/AI,AI / Data Science,Normal,14.01,0.5579,72.16
MPN-002129,ADATA,ADATA DDR5 8400MT/s,2025-03-30,Latin America,DDR5,DIMM,96,1,False,8400,32,1.45,32-34-34-68,Samsung,D-Die,7.619,27.3126,18745.91,3.6613,25.63,2460.4,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.44,0.6864,143.56
MPN-002130,Silicon Power,Silicon Power DDR5 6800MT/s,2024-05-06,Latin America,DDR5,DIMM,32,4,False,6800,30,1.25,30-32-32-64,Micron,B-Die,8.8235,229.5175,2091.34,1.0581,7.41,237.02,Consumer,Gaming (AAA),Normal,14.21,0.5517,68.74
MPN-002131,Lexar,Lexar DDR5 8000MT/s,2024-06-16,Greater China,DDR5,DIMM,256,4,False,8000,30,1.1,30-32-32-64,Samsung,C-Die,7.5,17.6975,27122.44,2.018,14.13,3616.33,Enterprise/AI,AI / Data Science,Normal,13.17,0.5686,78.09
MPN-002132,Lexar,Lexar DDR5 6000MT/s,2024-04-16,Asia-Pacific,DDR5,SODIMM,256,2,False,6000,38,1.1,38-40-40-80,SK Hynix,D-Die,12.6667,13.7925,44082.0,1.9421,13.59,3480.16,Enterprise/AI,AI / Data Science,Normal,14.53,0.5435,64.18
MPN-002133,Pny,Pny DDR5 4800MT/s,2024-08-26,Europe,DDR5,DIMM,16,2,False,4800,32,1.25,32-34-34-68,Samsung,B-Die,13.3333,305.6743,1674.99,1.1216,7.85,125.62,Consumer,Gaming (AAA),Normal,13.04,0.5977,94.29
MPN-002134,SK Hynix,SK Hynix DDR5 7200MT/s,2025-11-30,EMEA,DDR5,DIMM,512,2,True,7200,30,1.3,30-32-32-64,Micron,E-Die,8.3333,2.4765,193825.31,6.4897,45.43,23259.04,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.07,0.787,199.44
MPN-002135,G.Skill,G.Skill DDR5 6400MT/s,2024-12-08,Latin America,DDR5,DIMM,128,1,True,6400,34,1.25,34-36-36-72,Samsung,C-Die,10.625,26.5907,20458.31,2.149,15.04,1925.49,Enterprise/AI,AI / Data Science,Normal,9.71,0.6404,118.01
MPN-002136,Patriot,Patriot DDR5 8000MT/s,2026-03-05,Europe,DDR5,SODIMM,32,2,False,8000,36,1.3,36-38-38-76,Samsung,M-Die,9.0,68.7125,8382.75,4.1581,29.11,931.42,Consumer,Gaming (AAA),Shortage-Inflated,6.14,0.826,221.11
MPN-002137,Silicon Power,Silicon Power DDR5 5600MT/s,2025-03-12,Greater China,DDR5,DIMM,48,2,False,5600,32,1.1,32-34-34-68,SK Hynix,M-Die,11.4286,70.6154,7250.54,1.8882,13.22,634.42,Consumer,Content Creation,Normal,11.0,0.679,139.45
MPN-002138,Micron,Micron DDR6 (Preview) 17600MT/s,2025-04-29,Latin America,DDR6 (Preview),SODIMM,64,2,False,17600,72,1.0,72-74-74-148,Samsung,M-Die,8.1818,19.8906,57916.9,3.9502,110.61,7078.73,Enterprise/AI,Content Creation,Shortage-Inflated,10.75,0.6987,150.4
MPN-002139,ADATA,ADATA DDR5 4800MT/s,2025-11-04,Asia-Pacific,DDR5,LRDIMM,256,1,True,4800,42,1.1,42-44-44-88,Micron,R-Die,17.5,3.2548,206464.26,6.5837,46.09,11797.96,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.56,0.7763,193.51
MPN-002140,Corsair,Corsair DDR4 3200MT/s,2024-01-14,Greater China,DDR4,SODIMM,8,2,False,3200,19,1.2,19-21-21-42,SK Hynix,A-Die,11.875,1018.4326,298.5,0.9819,3.14,25.14,Consumer,Basic Productivity,Normal,14.76,0.5053,42.97
MPN-002141,ADATA,ADATA DDR5 6000MT/s,2024-04-12,Latin America,DDR5,DIMM,512,2,False,6000,34,1.25,34-36-36-72,Micron,R-Die,11.3333,7.2407,75130.53,1.8497,12.95,6629.16,Enterprise/AI,AI / Data Science,Listing-Error,14.29,0.5419,63.27
MPN-002142,Pny,Pny DDR5 5200MT/s,2025-05-12,Greater China,DDR5,SODIMM,256,2,False,5200,34,1.45,34-36-36-72,Micron,R-Die,13.0769,5.6208,96783.67,4.1301,28.91,7401.1,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.32,0.7041,153.37
MPN-002143,Crucial,Crucial DDR5 6000MT/s,2024-01-23,Asia-Pacific,DDR5,DIMM,512,2,False,6000,36,1.35,36-38-38-76,Samsung,C-Die,12.0,7.7345,74471.35,1.7316,12.12,6205.95,Enterprise/AI,AI / Data Science,Normal,14.02,0.509,45.02
MPN-002144,Samsung,Samsung DDR5 4800MT/s,2025-05-29,Asia-Pacific,DDR5,DIMM,16,2,False,4800,32,1.45,32-34-34-68,Samsung,E-Die,13.3333,134.5506,3805.26,2.5482,17.84,285.39,Consumer,Gaming (AAA),Shortage-Inflated,10.53,0.711,157.24
MPN-002145,G.Skill,G.Skill DDR5 6400MT/s,2025-10-21,EMEA,DDR5,SODIMM,32,2,True,6400,42,1.3,42-44-44-88,Samsung,M-Die,13.125,67.2002,9999.97,3.4013,23.81,761.9,Consumer,Gaming (AAA),Shortage-Inflated,7.94,0.7706,190.32
MPN-002146,Mushkin,Mushkin DDR4 3000MT/s,2024-08-30,North America,DDR4,DIMM,8,2,False,3000,19,1.35,19-21-21-42,SK Hynix,C-Die,12.6667,840.2246,361.81,1.1158,3.57,28.56,Consumer,Basic Productivity,Normal,12.4,0.5994,95.2
MPN-002147,Pny,Pny DDR5 5600MT/s,2025-02-20,EMEA,DDR5,DIMM,32,4,False,5600,38,1.3,38-40-40-80,Micron,R-Die,13.5714,106.4737,5710.33,1.8784,13.15,420.76,Consumer,Gaming (AAA),Normal,10.29,0.6708,134.89
MPN-002148,TeamGroup,TeamGroup DDR5 4800MT/s,2026-11-25,Greater China,DDR5,SODIMM,128,2,True,4800,28,1.25,28-30-30-60,Micron,B-Die,11.6667,4.0152,111575.69,10.6737,74.72,9563.63,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.81,0.9348,281.56
MPN-002149,Mushkin,Mushkin DDR5 5600MT/s,2024-01-07,Asia-Pacific,DDR5,DIMM,64,4,False,5600,40,1.4,40-42-42-84,Samsung,B-Die,14.2857,52.9702,12082.27,1.8879,13.21,845.76,Enterprise/AI,Content Creation,Normal,15.3,0.5025,41.37
MPN-002150,ADATA,ADATA DDR5 8400MT/s,2026-03-23,Latin America,DDR5,SODIMM,32,2,False,8400,38,1.3,38-40-40-80,Micron,E-Die,9.0476,67.8175,8965.23,4.4236,30.97,990.89,Consumer,Gaming (AAA),Shortage-Inflated,5.71,0.8334,225.22
MPN-002151,Samsung,Samsung DDR5 4800MT/s,2025-12-03,Asia-Pacific,DDR5,DIMM,128,2,True,4800,42,1.3,42-44-44-88,Micron,B-Die,17.5,6.3375,106036.33,6.7625,47.34,6059.22,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.09,0.7882,200.13
MPN-002152,Mushkin,Mushkin DDR5 5200MT/s,2024-10-13,Europe,DDR5,DIMM,512,1,False,5200,38,1.25,38-40-40-80,SK Hynix,A-Die,14.6154,5.796,104900.39,2.0026,14.02,7177.39,Enterprise/AI,AI / Data Science,Normal,11.22,0.6174,105.24
MPN-002153,Corsair,Corsair DDR5 4800MT/s,2025-08-21,Asia-Pacific,DDR5,DIMM,16,2,False,4800,40,1.3,40-42-42-84,Samsung,M-Die,16.6667,112.8032,5673.6,3.0394,21.28,340.42,Consumer,Gaming (AAA),Shortage-Inflated,8.92,0.7455,176.41
MPN-002154,Corsair,Corsair DDR5 7600MT/s,2026-01-11,Latin America,DDR5,SODIMM,192,2,False,7600,38,1.45,38-40-40-80,Samsung,M-Die,10.0,6.2205,97740.92,7.2724,50.91,9774.09,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.23,0.8042,209.02
MPN-002155,TeamGroup,TeamGroup DDR5 8400MT/s,2024-01-17,EMEA,DDR5,DIMM,256,1,False,8400,28,1.35,28-30-30-60,Micron,B-Die,6.6667,20.1835,22196.35,1.858,13.01,3329.45,Enterprise/AI,AI / Data Science,Normal,14.55,0.5066,43.65
MPN-002156,Corsair,Corsair DDR5 8400MT/s,2026-07-13,North America,DDR5,DIMM,512,1,False,8400,30,1.4,30-32-32-64,Samsung,E-Die,7.1429,1.992,240961.12,9.4125,65.89,33734.56,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.37,0.8794,250.77
MPN-002157,Mushkin,Mushkin DDR5 5600MT/s,2024-04-14,North America,DDR5,DIMM,96,2,True,5600,42,1.3,42-44-44-88,Samsung,B-Die,15.0,36.9413,18191.04,1.8047,12.63,1212.74,Enterprise/AI,AI / Data Science,Normal,13.04,0.5427,63.72
MPN-002158,Mushkin,Mushkin DDR5 5600MT/s,2025-06-13,North America,DDR5,DIMM,256,1,True,5600,40,1.1,40-42-42-84,Micron,E-Die,14.2857,5.4419,117606.08,4.594,32.16,8232.43,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.1,0.7172,160.67
MPN-002159,Samsung,Samsung DDR5 7200MT/s,2024-08-05,Latin America,DDR5,SODIMM,192,2,False,7200,28,1.35,28-30-30-60,Samsung,D-Die,7.7778,21.7907,20559.19,1.9668,13.77,2643.32,Enterprise/AI,AI / Data Science,Normal,13.07,0.5891,89.5
MPN-002160,Corsair,Corsair DDR5 7200MT/s,2024-06-22,Europe,DDR5,DIMM,192,1,True,7200,32,1.3,32-34-34-68,Micron,R-Die,8.8889,22.8339,22422.79,1.8769,13.14,2522.56,Enterprise/AI,AI / Data Science,Normal,12.62,0.571,79.46
MPN-002161,Patriot,Patriot DDR4 3600MT/s,2025-11-22,Europe,DDR4,LRDIMM,16,2,True,3600,20,1.4,20-22-22-44,Micron,Z-Die,11.1111,81.8546,3909.37,6.8719,21.99,351.84,Enterprise/AI,Gaming (AAA),Shortage-Inflated,8.14,0.7837,197.62
MPN-002162,Corsair,Corsair DDR5 5200MT/s,2024-10-08,North America,DDR5,DIMM,64,2,False,5200,28,1.25,28-30-30-60,Samsung,D-Die,10.7692,44.345,10102.61,2.094,14.66,938.1,Enterprise/AI,Content Creation,Normal,11.21,0.6154,104.1
MPN-002163,Kingston,Kingston DDR4 4000MT/s,2026-01-19,North America,DDR4,DIMM,64,2,False,4000,18,1.35,18-20-20-40,SK Hynix,A-Die,9.0,20.2562,14217.86,7.7137,24.68,1579.76,Enterprise/AI,Content Creation,Shortage-Inflated,8.38,0.8075,210.85
MPN-002164,Silicon Power,Silicon Power DDR5 6400MT/s,2025-12-24,North America,DDR5,DIMM,128,2,True,6400,40,1.25,40-42-42-84,SK Hynix,C-Die,12.5,7.7927,82127.7,7.3328,51.33,6570.22,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.89,0.7969,204.92
MPN-002165,Micron,Micron DDR5 5200MT/s,2026-09-10,Europe,DDR5,SODIMM,64,4,False,5200,42,1.3,42-44-44-88,Micron,Z-Die,16.1538,10.0386,66941.76,9.25,64.75,4144.01,Enterprise/AI,Content Creation,Shortage-Inflated,4.47,0.9036,264.22
MPN-002166,Crucial,Crucial DDR4 2400MT/s,2024-08-02,Greater China,DDR4,DIMM,128,2,False,2400,19,1.35,19-21-21-42,Samsung,M-Die,15.8333,23.4426,12967.84,1.9996,6.4,819.02,Enterprise/AI,AI / Data Science,Normal,12.56,0.5879,88.81
MPN-002167,Patriot,Patriot DDR5 7600MT/s,2025-01-27,North America,DDR5,DIMM,512,4,False,7600,40,1.45,40-42-42-84,SK Hynix,D-Die,10.5263,5.5516,115281.08,3.0557,21.39,10951.7,Enterprise/AI,AI / Data Science,Shortage-Inflated,11.02,0.6609,129.42
MPN-002168,ADATA,ADATA DDR6 (Preview) 17600MT/s,2026-03-26,EMEA,DDR6 (Preview),SODIMM,256,1,False,17600,60,1.2,60-62-62-124,Micron,Z-Die,6.8182,2.412,398006.96,8.1437,228.02,58374.35,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.73,0.8346,225.9
MPN-002169,Samsung,Samsung DDR5 5200MT/s,2025-01-25,Asia-Pacific,DDR5,SODIMM,64,1,False,5200,30,1.25,30-32-32-64,SK Hynix,C-Die,11.5385,31.3795,15296.62,2.9592,20.71,1325.71,Enterprise/AI,Content Creation,Shortage-Inflated,10.14,0.6601,128.96
MPN-002170,ADATA,ADATA DDR5 6400MT/s,2025-01-27,Asia-Pacific,DDR5,DIMM,512,2,True,6400,32,1.4,32-34-34-68,Samsung,C-Die,10.0,4.5724,111977.28,3.1244,21.87,11197.73,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.79,0.6609,129.42
MPN-002171,ADATA,ADATA DDR4 2400MT/s,2024-06-04,Asia-Pacific,DDR4,LRDIMM,128,2,True,2400,16,1.45,16-18-18-36,SK Hynix,C-Die,13.3333,23.2777,10997.64,2.0137,6.44,824.82,Enterprise/AI,AI / Data Science,Normal,14.09,0.5636,75.36
MPN-002172,Corsair,Corsair DDR5 6000MT/s,2025-02-15,Latin America,DDR5,DIMM,128,2,False,6000,36,1.1,36-38-38-76,Micron,B-Die,12.0,16.6272,34642.01,3.2219,22.55,2886.83,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.42,0.6687,133.75
MPN-002173,ADATA,ADATA DDR4 2400MT/s,2026-10-27,Latin America,DDR4,SODIMM,128,1,False,2400,16,1.35,16-18-18-36,Micron,E-Die,13.3333,4.4015,58162.63,10.6499,34.08,4362.2,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.73,0.9229,274.95
MPN-002174,Corsair,Corsair DDR5 7600MT/s,2024-12-11,North America,DDR5,DIMM,192,2,True,7600,28,1.25,28-30-30-60,Samsung,D-Die,7.3684,22.5098,19902.43,2.0097,14.07,2701.04,Enterprise/AI,AI / Data Science,Normal,11.3,0.6417,118.7
MPN-002175,Kingston,Kingston DDR5 7600MT/s,2025-05-27,Europe,DDR5,LRDIMM,16,1,True,7600,36,1.4,36-38-38-76,Micron,E-Die,9.4737,122.8513,4688.59,4.4188,30.93,494.91,Enterprise/AI,Gaming (AAA),Shortage-Inflated,9.52,0.7102,156.79
MPN-002176,Silicon Power,Silicon Power DDR4 3000MT/s,2025-08-13,Asia-Pacific,DDR4,DIMM,8,2,False,3000,17,1.45,17-19-19-38,Micron,E-Die,11.3333,312.0476,871.66,3.0043,9.61,76.91,Consumer,Basic Productivity,Shortage-Inflated,8.35,0.7422,174.58
MPN-002177,Pny,Pny DDR5 7600MT/s,2025-05-12,EMEA,DDR5,LRDIMM,256,1,True,7600,32,1.45,32-34-34-68,Samsung,D-Die,8.4211,8.1016,63197.25,4.1879,29.32,7504.67,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.41,0.7041,153.37
MPN-002178,Mushkin,Mushkin DDR5 6400MT/s,2025-05-02,EMEA,DDR5,DIMM,256,2,False,6400,28,1.25,28-30-30-60,Micron,B-Die,8.75,7.0313,63714.85,4.0634,28.44,7281.7,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.97,0.7,151.09
MPN-002179,Micron,Micron DDR5 5600MT/s,2026-10-22,EMEA,DDR5,SODIMM,64,2,False,5600,42,1.45,42-44-44-88,SK Hynix,D-Die,15.0,9.6311,69774.03,10.383,72.68,4651.6,Enterprise/AI,Content Creation,Shortage-Inflated,4.1,0.9208,273.8
MPN-002180,ADATA,ADATA DDR6 (Preview) 17600MT/s,2024-12-28,Europe,DDR6 (Preview),SODIMM,64,2,False,17600,72,1.0,72-74-74-148,Samsung,B-Die,8.1818,38.7678,29715.4,2.0267,56.75,3631.88,Enterprise/AI,Content Creation,Normal,11.34,0.6486,122.57
MPN-002181,Samsung,Samsung DDR5 4800MT/s,2025-10-22,North America,DDR5,SODIMM,96,2,True,4800,32,1.1,32-34-34-68,SK Hynix,D-Die,13.3333,8.8031,58161.27,6.4912,45.44,4362.1,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.9,0.771,190.55
MPN-002182,ADATA,ADATA DDR5 7600MT/s,2026-03-12,Greater China,DDR5,SODIMM,192,4,False,7600,34,1.25,34-36-36-72,SK Hynix,D-Die,8.9474,5.9686,91143.87,7.5794,53.06,10186.67,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.71,0.8289,222.71
MPN-002183,Patriot,Patriot DDR5 7200MT/s,2026-01-02,Greater China,DDR5,SODIMM,64,4,False,7200,28,1.3,28-30-30-60,Samsung,B-Die,7.7778,18.0857,24771.02,7.109,49.76,3184.84,Enterprise/AI,Content Creation,Shortage-Inflated,7.08,0.8005,206.97
MPN-002184,G.Skill,G.Skill DDR4 3200MT/s,2024-07-10,EMEA,DDR4,DIMM,32,8,False,3200,14,1.2,14-16-16-32,SK Hynix,A-Die,8.75,221.9909,1009.05,1.1262,3.6,115.32,Consumer,Gaming (AAA),Normal,12.7,0.5784,83.57
MPN-002185,Samsung,Samsung DDR4 2666MT/s,2026-06-26,EMEA,DDR4,DIMM,16,2,False,2666,16,1.2,16-18-18-36,Samsung,B-Die,12.003,84.0398,3046.17,4.9567,15.86,253.78,Consumer,Gaming (AAA),Shortage-Inflated,4.54,0.8724,246.89
MPN-002186,Corsair,Corsair DDR5 5600MT/s,2024-09-29,EMEA,DDR5,DIMM,64,2,True,5600,30,1.3,30-32-32-64,SK Hynix,A-Die,10.7143,51.7475,9275.8,1.9325,13.53,865.74,Enterprise/AI,Content Creation,Normal,12.15,0.6117,102.04
MPN-002187,Patriot,Patriot DDR5 5200MT/s,2026-02-06,EMEA,DDR5,SODIMM,512,2,False,5200,38,1.4,38-40-40-80,Samsung,E-Die,14.6154,1.4798,410877.97,7.8439,54.91,28112.7,Enterprise/AI,AI / Data Science,Listing-Error,6.18,0.8149,214.95
MPN-002188,G.Skill,G.Skill DDR5 4800MT/s,2026-06-22,North America,DDR5,DIMM,64,2,False,4800,42,1.25,42-44-44-88,Micron,R-Die,17.5,9.3907,71560.39,9.1276,63.89,4089.17,Enterprise/AI,Content Creation,Shortage-Inflated,5.7,0.8708,245.98
MPN-002189,Corsair,Corsair DDR5 8400MT/s,2025-08-16,Greater China,DDR5,DIMM,16,2,False,8400,34,1.3,34-36-36-72,SK Hynix,M-Die,8.0952,200.101,2718.63,2.9985,20.99,335.83,Consumer,Gaming (AAA),Shortage-Inflated,8.1,0.7435,175.26
MPN-002190,Silicon Power,Silicon Power DDR4 3600MT/s,2025-11-26,EMEA,DDR4,SODIMM,128,2,False,3600,14,1.35,14-16-16-32,Samsung,E-Die,7.7778,10.12,22134.37,6.9479,22.23,2845.85,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.38,0.7854,198.53
MPN-002191,G.Skill,G.Skill DDR5 7200MT/s,2025-04-06,Asia-Pacific,DDR5,LRDIMM,64,2,True,7200,32,1.25,32-34-34-68,SK Hynix,M-Die,8.8889,33.9139,15097.04,3.7911,26.54,1698.42,Enterprise/AI,Content Creation,Shortage-Inflated,9.39,0.6893,145.16
MPN-002192,SK Hynix,SK Hynix DDR5 5200MT/s,2024-06-14,Greater China,DDR5,DIMM,256,4,False,5200,42,1.4,42-44-44-88,Samsung,D-Die,16.1538,12.315,54567.45,1.885,13.2,3377.98,Enterprise/AI,AI / Data Science,Normal,12.69,0.5677,77.64
MPN-002193,Patriot,Patriot DDR5 5200MT/s,2025-01-16,Latin America,DDR5,SODIMM,64,2,True,5200,38,1.35,38-40-40-80,Samsung,C-Die,14.6154,33.2877,18264.99,2.7895,19.53,1249.71,Enterprise/AI,Content Creation,Shortage-Inflated,10.34,0.6564,126.91
MPN-002194,Patriot,Patriot DDR6 (Preview) 17600MT/s,2025-01-21,Latin America,DDR6 (Preview),DIMM,256,2,False,17600,84,1.2,84-86-86-172,Samsung,C-Die,9.5455,6.732,199644.23,2.9178,81.7,20915.11,Enterprise/AI,AI / Data Science,Shortage-Inflated,11.03,0.6585,128.05
MPN-002195,G.Skill,G.Skill DDR5 5600MT/s,2024-04-15,Latin America,DDR5,LRDIMM,256,2,True,5600,36,1.35,36-38-38-76,Samsung,M-Die,12.8571,13.4846,42715.55,1.854,12.98,3322.32,Enterprise/AI,AI / Data Science,Normal,13.76,0.5431,63.95
MPN-002196,Kingston,Kingston DDR5 8400MT/s,2026-07-29,Greater China,DDR5,LRDIMM,32,2,True,8400,34,1.45,34-36-36-72,SK Hynix,D-Die,8.0952,33.0717,16449.12,9.0712,63.5,2031.95,Enterprise/AI,Gaming (AAA),Shortage-Inflated,5.38,0.8859,254.42
MPN-002197,TeamGroup,TeamGroup DDR4 4000MT/s,2026-05-13,Greater China,DDR4,DIMM,8,2,False,4000,14,1.35,14-16-16-32,Samsung,C-Die,7.0,268.0073,835.8,4.6641,14.92,119.4,Consumer,Basic Productivity,Shortage-Inflated,5.45,0.8543,236.85
MPN-002198,Pny,Pny DDR5 5200MT/s,2024-04-07,North America,DDR5,SODIMM,32,1,False,5200,36,1.3,36-38-38-76,SK Hynix,D-Die,13.8462,178.8025,3221.43,1.0387,7.27,232.66,Consumer,Gaming (AAA),Normal,14.09,0.5398,62.13
MPN-002199,ADATA,ADATA DDR5 6800MT/s,2024-12-05,Europe,DDR5,DIMM,96,2,False,6800,32,1.25,32-34-34-68,Micron,Z-Die,9.4118,37.4181,13683.22,2.1635,15.14,1453.84,Enterprise/AI,AI / Data Science,Normal,11.45,0.6392,117.33
MPN-002200,Patriot,Patriot DDR5 8000MT/s,2025-05-28,Greater China,DDR5,DIMM,48,2,False,8000,28,1.4,28-30-30-60,SK Hynix,M-Die,7.0,73.5494,6091.14,2.5898,18.13,870.16,Consumer,Content Creation,Shortage-Inflated,9.78,0.7106,157.02
MPN-002201,TeamGroup,TeamGroup DDR5 6000MT/s,2025-02-17,Greater China,DDR5,SODIMM,48,1,True,6000,32,1.45,32-34-34-68,Micron,B-Die,10.6667,81.672,6268.98,1.7492,12.24,587.72,Consumer,Content Creation,Normal,10.2,0.6696,134.21
MPN-002202,Corsair,Corsair DDR4 2400MT/s,2025-03-23,Latin America,DDR4,DIMM,128,4,False,2400,18,1.4,18-20-20-40,Micron,R-Die,15.0,12.2211,23565.85,3.8356,12.27,1571.06,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.04,0.6835,141.96
MPN-002203,Samsung,Samsung DDR5 6000MT/s,2024-11-10,Latin America,DDR5,SODIMM,64,2,False,6000,30,1.45,30-32-32-64,Samsung,C-Die,10.0,52.8046,9090.11,2.029,14.2,909.01,Enterprise/AI,Content Creation,Normal,11.41,0.6289,111.62
MPN-002204,Micron,Micron DDR5 7200MT/s,2026-06-12,Europe,DDR5,DIMM,256,2,False,7200,32,1.25,32-34-34-68,Samsung,C-Die,8.8889,3.7365,137024.87,8.6023,60.22,15415.3,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.59,0.8667,243.7
MPN-002205,Corsair,Corsair DDR5 7200MT/s,2025-01-20,Europe,DDR5,DIMM,16,2,True,7200,34,1.35,34-36-36-72,Samsung,C-Die,9.4444,300.7184,1809.0,1.7102,11.97,191.54,Consumer,Gaming (AAA),Normal,11.62,0.6581,127.82
MPN-002206,Samsung,Samsung DDR5 7200MT/s,2025-08-16,Asia-Pacific,DDR5,DIMM,48,2,False,7200,28,1.45,28-30-30-60,SK Hynix,D-Die,7.7778,56.7563,7893.39,3.0204,21.14,1014.86,Consumer,Content Creation,Shortage-Inflated,8.32,0.7435,175.26
MPN-002207,SK Hynix,SK Hynix DDR4 3000MT/s,2025-05-13,Latin America,DDR4,DIMM,64,2,False,3000,16,1.45,16-18-18-36,Samsung,C-Die,10.6667,28.3419,9032.56,4.1348,13.23,846.8,Enterprise/AI,Content Creation,Listing-Error,10.17,0.7045,153.59
MPN-002208,SK Hynix,SK Hynix DDR4 3600MT/s,2025-09-15,Greater China,DDR4,DIMM,64,2,False,3600,16,1.2,16-18-18-36,Micron,B-Die,8.8889,24.8431,10304.67,5.6605,18.11,1159.27,Enterprise/AI,Content Creation,Shortage-Inflated,8.28,0.7558,182.11
MPN-002209,Lexar,Lexar DDR5 6800MT/s,2024-12-03,Europe,DDR5,SODIMM,128,1,False,6800,38,1.25,38-40-40-80,Samsung,C-Die,11.1765,29.7073,20466.35,2.0437,14.31,1831.2,Enterprise/AI,AI / Data Science,Normal,11.82,0.6384,116.87
MPN-002210,Samsung,Samsung DDR5 5600MT/s,2024-05-19,North America,DDR5,LRDIMM,32,4,True,5600,42,1.4,42-44-44-88,SK Hynix,D-Die,15.0,105.5613,6365.97,1.8946,13.26,424.4,Enterprise/AI,Gaming (AAA),Normal,14.15,0.5571,71.71
MPN-002211,Pny,Pny DDR4 3600MT/s,2024-06-17,Asia-Pacific,DDR4,SODIMM,32,4,False,3600,18,1.45,18-20-20-40,Micron,B-Die,10.0,254.809,1130.26,1.1038,3.53,113.03,Consumer,Gaming (AAA),Normal,12.92,0.569,78.32
MPN-002212,Crucial,Crucial DDR5 6000MT/s,2025-10-17,Europe,DDR5,DIMM,192,2,False,6000,32,1.1,32-34-34-68,Samsung,B-Die,10.6667,5.6414,90756.89,6.3307,44.31,8508.46,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.85,0.7689,189.41
MPN-002213,TeamGroup,TeamGroup DDR4 3600MT/s,2025-01-03,Europe,DDR4,DIMM,32,4,False,3600,20,1.45,20-22-22-44,SK Hynix,M-Die,11.1111,176.9612,1808.31,1.5893,5.09,162.75,Consumer,Gaming (AAA),Normal,10.52,0.6511,123.94
MPN-002214,Lexar,Lexar DDR5 5600MT/s,2026-12-08,North America,DDR5,LRDIMM,512,1,True,5600,40,1.4,40-42-42-84,Samsung,M-Die,14.2857,1.2224,523555.18,10.2257,71.58,36648.86,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.55,0.9401,284.53
MPN-002215,G.Skill,G.Skill DDR4 3200MT/s,2025-11-26,Europe,DDR4,DIMM,64,2,False,3200,20,1.2,20-22-22-44,SK Hynix,D-Die,12.5,19.4495,16452.84,6.4269,20.57,1316.23,Enterprise/AI,Content Creation,Shortage-Inflated,7.75,0.7854,198.53
MPN-002216,TeamGroup,TeamGroup DDR5 5200MT/s,2024-02-07,EMEA,DDR5,DIMM,16,1,False,5200,40,1.35,40-42-42-84,Micron,B-Die,15.3846,352.3422,1816.42,1.0542,7.38,118.07,Consumer,Gaming (AAA),Normal,14.14,0.5152,48.44
MPN-002217,Lexar,Lexar DDR5 5600MT/s,2026-06-18,EMEA,DDR5,SODIMM,192,2,True,5600,34,1.3,34-36-36-72,Samsung,D-Die,12.1429,3.5901,151527.87,9.2848,64.99,12478.77,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.9,0.8691,245.06
MPN-002218,Samsung,Samsung DDR5 5600MT/s,2025-04-14,Europe,DDR5,LRDIMM,192,1,True,5600,36,1.45,36-38-38-76,Micron,Z-Die,12.8571,8.2297,69990.76,4.0504,28.35,5443.73,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.28,0.6926,146.98
